course_parent,course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name
ca_cpt,CA CPT ECONOMICS,"The price of a commodity decreases from Rs. 6 to Rs. 4 and his demand for goods increases from 10 units to 15 units, Find the coefficient of price elasticity.",1.5,2.5,-1.5,0.5,3,2,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following goods is likely to have perfectly inelastic demand?,Car,Salt,Cabbage,Sugar,2,2,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"If price of air-corditioner increases from ` 30,000 to ` 30,010 and resultant change in demand is negligible we use the measure of __________ to measure elasticity.",point elasticity,perfect elasticity,perfect inelasticity,price elasticity,1,2,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following are the determinants of demand?,Price of the commodity,Price of related commodity,Level of income of the household,All the above,4,1,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Individual demand schedule represents,Set of prices and quantities demanded by individual,Set of prices and quantities supplied at a particular time,Table of price with reference to its utility,None of the above,1,1,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Law of demand explains _______________ relationship between price of the commodity and demand.,Direct,Proportional,Inverse,All the above,3,1,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Law of demand can be stated by the following equation:,Dx = f(Qx),Dx = f(Px),Dx = f(Py),Dx = f(Qy),2,2,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Normal demand curve slopes downward to the right because of the operation of,Law of supply,Law of demand,Law of substitution,None of the above,2,1,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"When price of a commodity falls, quantity demand increases due to",Income effect,Substitution effect,Income and substitution effect,None of the above,3,2,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Giffen goods are exception to the,Law of Diminishing Marginal Utility,Law of Equi Marginal Utility,Law of Demand,Law of supply,3,2,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Engel's law is,Empirical study of family budget,Empirical study of national budget,Similar to Gresham's law,None of the above,1,2,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Veblen effect explains demand curve is,Normal,Exceptional,Vertical,Horizontal,2,2,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Expansion of demand means when price of commodity falls, quantity demanded",Falls,Increases,Is constant,All the above,2,1,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Contraction of demand means that as the price of a commodity goes up, quantity demanded",Increases,Decreases,Becomes constant,None of the above,2,1,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Expansion and Contraction of demand refer to changes in demand due to changes in,Price only,Price and income,Price and taxation,All the above,1,2,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Movement along the same demand curve shows,Increase in demand,Decrease in demand,Expansion and contraction of demand,Expansion of supply,3,2,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Contraction of demand shows,Shift in demand curve to the right,Shift in demand curve to the left,Movement along the same demand curve,None of the above,3,3,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Expansion and contraction of demand are called,Changes in demand,Changes in demand and supply,Changes in supply,Changes in quantity demanded,4,2,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Changes in demand are caused by factors other than price like,Change in fashion,Change in economic conditions,Change in climate,All the above,4,1,Law of Demand and Elasticity of Demand,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is considered production in Economics?,Tilling of soil.,Singing a song before friends.,Preventing a child from falling into a manhole on the road.,Painting a picture for pleasure.,1,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Identify the correct statement :,The average product is at its maximum when marginal product is equal to average product.,The law of increasing returns to scale relates to the effect of changes in factor proportions.,Economies of scale arise only because of indivisibilities of factor proportions.,Internal economies of scale can accrue only to the exporting sector.,1,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is not a characteristic of land?,Its supply for the economy is limited.,It is immobile.,Its usefulness depends on human efforts.,It is produced by our forefathers.,4,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following statements is true?,Accumulation of capital depends solely on income.,Savings can also be affected by the State.,External economies go with size and internal economies with location.,The supply curve of labour is an upward slopping curve.,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In the production of wheat, all of the following are variable factors that are used by the farmer except :",the seed and fertilizer used when the crop is planted.,the field that has been cleared of trees and in which the crop is planted.,the tractor used by the farmer in planting and cultivating not only wheat but also corn and barley.,the number of hours that the farmer spends in cultivating the wheat fields.,2,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The marginal product of a variable input is best described as:,total product divided by the number of units of variable input.,the additional output resulting from a one unit increase in the variable input.,the additional output resulting from a one unit increase in both the variable and fixed inputs.,the ratio of the amount of the variable input that is being used to the amount of the fixed input that is being used.,2,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Diminishing marginal returns implies:,decreasing average variable costs.,decreasing marginal costs.,increasing marginal costs.,decreasing average fixed costs.,3,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"The short run, as economists use the phrase, is characterized by:",at least one fixed factor of production and firms neither leaving nor entering the industry.,a period where the law of diminishing returns does not hold.,no variable inputs that is all of factors of production are fixed.,all inputs being variable.,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"The marginal, average, and total product curves encountered by the firm producing in the short run exhibit all of the following relationships except:","when total product is rising, average and marginal product may be either rising or falling.","when marginal product is negative, total product and average product are falling.","when average product is at a maximum, marginal product equals average product, and total product is rising.","when marginal product is at a maximum, average product equals marginal product, and total product is rising.",4,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"To economists, the main difference between the short run and the long run is that :","in the short run all inputs are fixed, while in the long run all inputs are variable.",in the short run the firm varies all of its inputs to find the least-cost combination of inputs.,"in the short run, at least one of the firm's input levels is fixed.","in the long run, the firm is making a constrained decision about how to use existing plant and equipment efficiently.",3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The change in the total product resulting from a change in a variable input is,average cost,average product,marginal cost,marginal product,4,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Marginal product, mathematically, is the slope of the",total product curve,average product curve,marginal product curve,implicit product curve,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Suppose the first four units of a variable input generate corresponding total outputs of 200, 350, 450, 500. The marginal product of the third unit of input is:",50,100,150,200,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The law of diminishing marginal returns indicates that marginal return,always diminish,eventually diminish,always diminish before increasing,never diminish before increasing,2,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"If marginal product is equal to average product, then:",marginal product is increasing,marginal product is decreasing,average product is decreasing,average product is not changing,4,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,In the third of the three stages of production:,the marginal product curve has a positive slope,the marginal product curve lies completely below the average product curve,total product increases,marginal product is positive,2,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"When marginal costs are below average total costs,",average fixed costs are rising,average total costs are falling,average total costs are rising,average total costs are minimized,2,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is the best definition of 'production function'?,The relationship between market price and quantity supplied.,The relationship between the firm's total revenue and the cost of production.,The relationship between the quantities of inputs needed to produce a given level of output.,The relationship between the quantity of inputs and the firm's marginal cost of production.,3,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following statements is true?,The services of a doctor are considered production.,Man can create matter.,The services of a housewife are considered production.,"When a man creates a table, he creates matter.",1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is a function of an entrepreneur?,Initiating a business enterprise.,Risk bearing.,Innovating.,All of the above.,4,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In describing a given production technology, the short run is best described as lasting:",up to six months from now.,up to five years from now.,as long as all inputs are fixed.,as long as at least one input is fixed.,4,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"If decreasing returns to scale are present, then if all inputs are increased by 10% then:",output will also decrease by 10%.,output will increase by 10%.,output will increase by less than 10%.,output will increase by more than 10%.,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The production function is a relationship between a given combination of inputs and:,another combination that yields the same output.,the highest resulting output.,the increase in output generated by one-unit increase in one output.,all levels of output that can be generated by those inputs.,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"If the marginal product of labour is below the average product of labour, it must be true that:",the marginal product of labour is negative.,the marginal product of labour is zero.,the average product of labour is falling.,the average product of labour is negative.,3,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The average product of labour is maximized when marginal product of labour:,equals the average product of labour.,equals zero.,is maximized.,none of the above.,1,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The law of variable proportions is drawn under all of the assumptions mentioned below except the assumption that:,the technology is changing.,there must be some inputs whose quantity is kept fixed.,we consider only physical inputs and not economically profitability in monetary terms.,the technology is given and stable.,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,What is a production process?,technical relationship between physical inputs and physical output.,relationship between fixed factors of production and variable factors of production.,relationship between a factor of production and the utility created by it.,relationship between quantity of output produced and time taken to produce the output.,1,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Laws of production does not include __,returns to scale.,law of diminishing returns to a factor,law of variable proportions.,least cost combination of factors.,4,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Identify the fixed cost from the following:,Labour cost.,Electricity bill,Salary of watchman,Cost of raw materials,3,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is not an assumption of the law of variable proportions,Only one factor is variable.,Technique of production remains constant.,Proportion of factors of production remains same.,Units of variable factor are homogeneous.,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following statements is correct?,Supply of land is perfectly elastic.,Fertility of land cannot change.,Land does not yield any result unless human efforts are employed.,Supply of land can be increased.,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The production process described below exhibits,constant marginal product of labour,diminishing marginal product of labour,increasing return to scale,increasing marginal product of labour,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is a variable cost in the short run?,rent of the factory,wages paid to the factory labour,interest payments on borrowed financial capital,payment on the lease for factory equipment,2,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The efficient scale of production is the quantity of output that minimizes,average fixed cost,average total cost,average variable cost,marginal cost,2,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,In the long run,all inputs are fixed,all inputs are variable,at least one input is variable and one input is fixed,at most one input is variable and one input is fixed,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In the long run, if a very small factory were to expand its scale of operations, it is likely that it would initially experience",an increase in pollution level,diseconomies of scale,economies of scale,constant returns to scale,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The difference between average total cost and average variable cost:,is constant,is total fixed cost,gets narrow as output decreases,is the average fixed cost,4,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In the long-run, some firms will exit the market if the price of the good offered for sale is less than",marginal revenue,marginal cost,average total cost,average revenue,3,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Labour is defined as,Any work done without remuneration,Any exertion of mind or body to get some reward,Helping the mother,Helping the friends,2,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The most important function of an entrepreneur is to,Innovate,Bear the sense of responsibility,Finance,Earn profit,1,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which one of the following is correct?,Land is produced by man's efforts.,The supply of land is not constant.,Capital is not a result of savings.,Capital refers to the produced means of production.,4,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which one of the following is incorrect?,Land has original and indestructible powers to produce,Labour has poor bargaining power.,Risk in a business concern can be insured.,The supply of land is not constant.,4,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Marginal cost changes due to changes in,Total cost,Average cost,Variable cost,Quantity of output,3,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following statements is correct?,Fixed costs vary with change in output,If we add total variable cost and total fixed cost we get the average cost,Marginal cost is the result of total cost divided by number of units produced,Total cost is obtained by adding up the fixed cost and total variable cost,4,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following statements is incorrect?,The LAC curve is also called the planning curve of a firm,Total revenue = price per unit x number of units sold,Opportunity cost is also called alternative cost,If total revenue is dived by the number of units sold we get marginal revenue.,4,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"When a large number of firms at one place get advantages for which they made no efforts, it is called:",Internal economies,External economies,Technical economies,Marketing economies,2,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"When a firm grows so large that it becomes very difficult to manage, it is called:",Diseconomies of scale,Economies of scale,External economies,Internal economies,1,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"When a person smokes in a non-smoking zone, he causes disutility to other, it is an example of",Internal diseconomy,External diseconomy,External economy,Internal economy,2,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"If a firm takes up too much money on loan and finds it difficult to repay, it is a case of:",Technical diseconomy,Managerial diseconomy,Financial diseconomy,Financial economy,3,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"When a manager is overburdened and faces the problems of control and coordination, it is a case of",Technical diseconomy,Technical economy,Managerial diseconomy,External diseconomy,3,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"When there is de-centralisation of decision making, it is a case of",Technical economy,Marketing economy,Managerial economy,Managerial diseconomy,3,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of these is/are characteristic of an isoquant,Convex to origin,Negative sloped,Never cross each other,All the three,4,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,An ISO cost curve shows all combination of.........,Variable and fixed factor inputs which a firm can purchase given the level of output and factor price,Variable inputs which give increased production with increase in factor input supply,Fixed inputs which give same level of output at the same level of factor cost,None,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Slope of Budget line is equal to.........,Marginal rate of substitution between the factor inputs,Ratio of price of factor inputs,Demand of each factor input,Supply of each factor input,2,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,If factor inputs are perfect substitute for each other the MRTS will be-,Constant,Zero,Increasing,Decreasing,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,If factor inputs are complementary to each other the MRTS will be-,Constant,Zero,Increasing,Decreasing,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,If factor inputs are perfect substitute for each other the Isoquant will be a,Straight to X axis to constant,Concave to origin,Right angled straight line,Parallel to Y axis,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,.....Said the tendency of law of diminishing marginal utility is so widely prevalent that it would not be wrong to call it a universal law,Prof. Taussig,Dr. Marshall,Gossen,Leftwitch,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The law of equilibrium marginal utility was proposed by,Prof. Taussig,Dr. Marshall,Gossen,Leftwirch,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Who calls law of equilibrium marginal utility as law of maximum satisfaction,Prof. Taussig,Dr. Marshall,Gossen,Leftwitch,4,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Marginal product is.........,Rate at which total production changes with change in variable input,Rate at which total production changes with change in total cost,Rate at which total production changes with change in fixed cost,None,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Total output is maximum when,MP = 0,MP is increasing,MP is decreasing,MP is constant,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Law of variable proportion applies.........,When all inputs are variable,When all inputs are fixed,Some inputs are fixed and some are variable,All the three,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Law of returns to scale applies when.........,All inputs cost are variable,All input cost are fixed,All cost are partly fixed and partly variable,None,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,______enunciated the law of returns in the theory of production,JR Hicks,Alfred Marshall,Samulson,Recardo,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is/are the main causes of increasing returns to scale,Division of labour,Indivisibility of factors of production,Specialization,All the three,4,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Law of increasing returns states that...,Additional unit of variable input causes increase in production at increased rate,Additional unit of variable input causes increase in total production,Additional unit of fixed input causes increase in production at increased rate,Additional unit of total input cause increases in total output at increased rate,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,An isoquant joins all factor inputs which.........,Yield same level of output,Give same marginal utility,Have same marginal cost,Have same Average cost,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Who calls law of equilibrium marginal utility as law of substitution,Prof. Taussig,Prof. Hibbdon,Gossen,Leftwitch,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Tea and Milk are________,Close substitute products,Complementary to each other,Unrelated products,Alternative Products,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of these is an example of explicit cost,wages,Depreciation,Interest on Capital Introduced by proprietor,All the three,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,the theory of excess capacity was propounded by _______,Hicks,Giffens,Chamberlin,Recardo,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of these is not a characteristic of labour,Perishable resource,Immobility,Different productivity,Inseparable for labourer,2,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of these is not a characteristic of land,Free gift of nature,Fixed supply,Complete mobility,Heterogeneity in productivity,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Labour supply curve is,Backward sloping,Upward sloping,Downward sloping,Straight line,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"with increase in wage rate beyond a point, labour supply decrease due to",Health reasons,Lack of work,Preference for leisure,Fall in demand,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Production possibility curve will show ______ due to economic growth.,A downward shift,An inward shift,An outward shift,No affect,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Labour has _________ bargaining power.,Weak,Strong,No,Either a or c,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Increasing return to scale can be explained in terms of:,Labour productivity,Economies of scale,Fixed scale of plant,None of the above,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Isoquants are equal to:,Product lines,Total utility lines,Cost lines,Revenue lines,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Supply curve of the labour is ________,Rectangular hyperbola,Forward falling,Backward bending,None of the above,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,What are the stages of law of variable proportion ? i. Law of increasing return ii. Law of constant return iii. Law of diminishing return iv. Law of negative return,"i, ii and iii","i, ii and iv","ii, iii and iv","i, iii and iv",4,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Law of return to scale operates in:,Long run,Short run,Very short period,Both a and b,1,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Change in the scale means that:,Fixed factors of production are increased or decreased in the same proportion.,Variable factors of production are increased or decreased in the same proportion.,All factors of production are increased or decreased in the same proportion.,All factors of production are increased or decreased in the different proportion.,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The Law of Diminishing Return is applied to all fields of production. This statement was given by:,David Ricardo,A.C.Pigou,Alfred Marshall,Robbins,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of these types of labour will not be regarded as economic activity of labour under economics,A person ironing his own cloth at his home,A person working in any factory,Railway porter carrying luggage on payment of his labour charges,A person working as waiter in a Restaurant,1,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is an internal economy of scale,Procurement of raw material in bulk quantity at reduced rate due to increase in size of production,Increase in labour force leading to increase in production at higher cost,Getting finance from a newly opened bank at reduced rate,Reduction in transportation cost due to shifting of Railway station near the factory,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Production function refers to,Relationship between input and output,Relationship between output and input,"Relationship between capital and labour expressed in terms of wages rental ratio,",Physical relationship between input and output,4,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,________refers to the introduction of new product with additional feature.,Production function,Plant innovation,Product innovation,Process innovation,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is the property of isoquant? i. Isoquants are concave to the origin ii. Isoquant is downward sloping iii. Higher isoquant represents higher level of output iv. Isoquant can never intersect each other,Only i and ii,Only iii and iv,"Only ii, iii and iv","All i, ii, iii and iv",3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Who propounded ""Law of diminishing return""?",David Ricardo,Alfred Marshall,Adam Smith,None of the above,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Production is a function of __________,Cost of fixed factors,Quantity of factors,Both a and b,None of the above,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is the reason for diminishing return to factor?,Indivisibility of fixed factors,Scarcity of fixed factors,Both a and b,Scarcity of variable factors,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"The MP of labour is below the AP of labour, it must be true that:",AP of labour is negative,AP of labour is falling,MP of labour is zero,MP of labour is negative,2,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is true in the third stage of the three stages of production?,Marginal Product curve lies below the average product curve,Marginal Product is positive,Total Product curve has an increasing slope,Marginal Product has a positive slope,1,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,An isoquant is ______ to an isocost line at equilibrium point.,Convex,Concave,Tangent,Perpendicular,3,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Economic rent refers to:,Return paid to any factor in fixed supply,Rent paid for using economic goods,Average rent paid by the tenant to the landlord,None of the above,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Movement of labour from one occupation to another occupation of same kind of job is known as __________,Horizontal movement,Backward movement,Vertical movement,Upward movement,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Demand for factor of production is known as _______,Industry demand,Derived demand,Autonomous demand,None of the above,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,During the stage of decreasing return ______,MP is negative,MP is decreasing,AP is negative,Both b and c,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Produced means of production' refers to:,Capital,Land,Labour,Entrepreneur,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Relationship between input and output is known as:,Consumption function,Investment function,Production function,Cost function,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is not the relationship between AP and MP?,When average product rises marginal product is more than average product.,"When average product is maximum, marginal product is equal to average product","When average product is maximum, marginal product is minimum.","When average product falls, marginal product is less than average product.",3,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,In long run all costs are known as ______ costs,Variable,Fixed,Semi fixed,Both fixed and variable,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,When marginal productivity becomes ________ total productivity reaches its maximum.,Negative,Zero,One,None of the above,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,According to ________ law of diminishing return applies to agriculture.,Alfred Marshall,A.C. Pigou,Adam Smith,Ricardo,4,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Law of variable proportion operates in:,Long run,Short run,Very long period,Both a and b,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,As we increase the quantity of one input which is combined with other fixed input _______ of the variable input must eventually decline.,Total physical productivity,Average physical productivity,Marginal physical productivity,None of the above,3,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,In the third stage of law of variable proportion:,"TP declines, MP is negative, AP is diminishing","TP declines, MP declines, AP is constant","TP is constant, MP diminish, AP diminish","TP declines, MP is constant, AP diminish",1,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Factors of production are ______ substitutes for one another, in short run.",Powerful,Perfect,Imperfect,None of the above,3,3,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is production?,A farmer ploughing the land,Mother teaching her child,Preventing a child from falling into a manhole on the road,Painting a picture for pleasure,1,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is not a characteristic of land?,It is immobile,Its usefulness depends on human efforts,It is produced by our forefathers,Its supply for the economy is limited,3,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,_________________ has no supply price.,Capital,Labour,Land,Entrepreneur,3,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Land in economics means .,Whose supply can be increased,The factor which is defined as produced means of production,"Soil or earth's surface and all free gifts of nature which would include natural resources, fertility of soil water, air etc.",None of the above,3,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Land has mobility in .,In location,In use,Fertility,None of the above,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following are the features of land?,Supply of land can be increased,Free gift of nature,Land is a factor that it does not yield any result unless human efforts are employed.,Both (b) and (c) above,4,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Labour refers to,Physical exertion alone,Mental or physical exertion with a view to get satisfaction,Mental or physical exertion with a view to get monetary reward,None of the above,3,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Labour is _____________ from labourer.,Separable,Inseparable,Weaker,None of the above,2,1,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Law of Return to scale assumes _________ in the market.,Monopoly,Imperfect competition,Monopsony,Perfect competition,4,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In return to scale, the factors of production are assumed to be _________",Substitutable,Efficient,Good quality,All of the above,1,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Average product decreases when marginal product is _____ than average product.,Same as,Less,More,Neither b nor c,2,2,Theory of Production,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Savings are created by keeping consumption expenditure _______ the level of income.,Above,Equal to,Below,None of the above,3,2,Theory of Production,Genearal Economics
