course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name
CA CPT LAW,"Where the Unpaid Seller has exercised his right of stoppage in transit, the costs of such delivery shall be borne by -",Buyer,Carrier,Seller,Insurance Company,3,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"The effect of sub-sale or pledge by the Buyer of the goods on the rights of the Unpaid Seller has been discussed in the Sale Goods Act, under Section....",51,52,53,54,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"The Doctrine of Marshalling as recognized in the case of sale and mortgage of immovable property has been made applicable to the sale of movables, by virtue of the Sale of Goods Act, under Section",51(1),51(2),53(1),53(2),4,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"The Unpaid Seller's right of lien or right of stoppage in transit is NOT AFFECTED by any sale or otherdisposition of the Goods made by Buyer, unless -",Buyer becomes solvent,Buyer obtains delivery of goods before destination,Seller has assented to such sale,Seller obtains delivery of goods before destination,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"The Unpaid Seller's right of lien and stoppage is ................. when  </br>a] a document of title to Goods has been issued or lawfully transferred to any person as Buyer or owner of Goods, and </br>b] the Buyer transfers the document to another person, to effect a sale, who takes it in good faith for consideration.",not affected,lost,recognized by law,recognized by custom or usage of trade,2,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Jayanth sells and consigns certain Goods to Srikanth for cash and sends the Railway Receipt to him. Srikanth becomes insolvent and while the Goods are in transit, he assigns the Railway Receipt to Naveen, who does not know that Srikanth is insolvent. In this case, Jayanth -",cannot exercise the right of stoppage of Goods in transit.,can exercise the right of stoppage of Goods in transit.,cannot exercise the right of lien on goods.,can exercise the right of lien on goods.,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Jayanth sells and consigns certain Goods to Srikanth for cash and sends the Railway Receipt to him. Srikanth becomes insolvent and while the Goods are in transit, he assigns the Railway Receipt to Naveen, who is aware of Srikanth's insolvency before the Railway Receipt is assigned in Naveen's favour. In this case, Jayanth -",cannot exercise the right of stoppage of Goods in transit.,can exercise right of stoppage of Goods in transit.,cannot exercise the right of lien on goods.,can exercise the right of lien on goods.,2,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,The Unpaid Seller's right of lien is to -,re-organize possession of goods,re-sell the goods,regain possession of goods,retain possession of goods,4,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,The Unpaid Seller's right of stoppage in transit is to -,re-organize possession of goods,re-sell the goods lying with the Carrier,regain possession of goods which were handed over to the Carrier,retain possession of goods already available with him,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"To exercise the Unpaid Seller's right of lien, the Buyer should be compulsorily insolvent.",TRUE,Partly True,FALSE,None of the above,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,Unpaid Seller's right of stoppage in transit can be exercised only when the Buyer is insolvent.,TRUE,Partly True,FALSE,None of the above,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"To exercise the Unpaid Seller's right of lien, the possession of goods should be with -",Buyer or his agent,Carrier or Transporter or Bailee,Seller or his agent,Any of the above,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"To exercise the Unpaid Seller's right of stoppage in transit, the possession of goods should be with -",Buyer or his agent,Carrier or Transporter or Bailee,Seller or his agent,Any of the above,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"To exercise the Unpaid Seller's right of stoppage in transit, the Seller should have lost his -",Right of Lien,Right to Sue for damages,Right of re-sale,Right of repudiation of contract,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Section 54 of the Sale of Goods Act, provides for the Unpaid Seller's -",right of stoppage in transit,right of lien,right of re-sale,all of the above,3,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,An Unpaid Seller can re-sell only when he is in possession of the Goods either by -,exercise of his lien on the Goods,regaining possession from Carrier by issuing a notice of stoppage in transit upon Buyer's insolvency,both a and b,either a or b,4,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"The right of re-sale of goods, by an Unpaid Seller, can be exercised in respect of goods which are of a -",perishable nature,non-perishable nature,either a or b,neither a nor b,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"The word ""perishable"" in respect of goods, u/s 54 of the Sale of Goods Act, means -",physically perishable,commercially perishable,both a and b,either a or b,4,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"The right of re-sale of goods, by an Unpaid Seller, can be exercised in respect of non-perishable goods only when -",the Unpaid Seller gives a notice to the Buyer of intention to resell,the Unpaid Seller sues the Buyer for price,either a or b,neither a nor b,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In case of re-sale of goods by an Unpaid Seller, the Original Buyer is entitled to any profit which may occur on the resale -","only when notice of intention to resell, is given","only when notice of intention to resell, is not given",either a or b,neither a nor b,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"The Original Buyer is not entitled to any profit which may occur on the resale by an Unpaid Seller, in respect of perishable goods, whether or not notice of intention to resell is given to him.",TRUE,Partly True,FALSE,None of the above,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"When notice of intention to resell is given by the Unpaid Seller, and Buyer does not pay or tender the price within reasonable time, the Unpaid Seller is entitled to -",Resell the goods within a reasonable time,Recover from the original Buyer damages for any loss occasioned by his breach of contract,Either a or b,Both a and b,4,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where an Unpaid Seller exercises his right to resell, if the Original Buyer had paid some money by way of advance or deposit, then such amount can be claimed by him, but subject to the Unpaid Seller's claim for damages.",TRUE,Partly True,FALSE,None of the above,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"If no notice is given to original Buyer of the intention to re-sell, the Unpaid Seller -",Cannot claim any damages,"Has to pay to the Original Buyer, the profits, if any, on re-sale",Either a or b,Both a and b,4,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In case of re-sale by an Unpaid Seller, the subsequent Buyer acquires good title thereof as against the original Buyer, despite the fact that no notice of re-sale has been given by the Seller to the original Buyer.",TRUE,Partly True,FALSE,None of the above,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where the Seller expressly reserves a right of re-sale in case the Buyer makes any default, and, on the Buyer making default, re-sells the goods, the original contract of sale is -",Illegal,Invalid,Rescinded,Voidable,3,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Section .....of the Sale of Goods Act, provides for the Seller's right to sue the buyer for the price of goods.",53,54,55,56,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where under a contract of sale the property in Goods has passed to Buyer, and Buyer wrongfully neglects or refuses to pay the price, the Seller can sue the Buyer for -",payment of price of goods,damages for non-acceptance of goods,"payment of other charges like insurance, forwarding etc.",all of the above,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where under a' contract of sale, the Buyer wrongfully neglects or refuses to pay the price, the Seller can sue the Buyer for the price of goods, if the property in goods -",has not passed to Buyer,has passed to Buyer,either a or b,remains with the Seller,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"When under the contract of sale, price is payable on a certain day irrespective of delivery and Buyer wrongfully neglects or refuses to pay the price, Seller may sue him for -",payment of price of goods,damages for non-acceptance of goods,"payment of other charges like insurance, forwarding etc.",all of the above,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where under a contract of sale, the price is payable on a certain day irrespective of delivery and Buyer wrongfully neglects or refuses to pay the price, the Seller can sue the Buyer for the price of goods, if the property in goods -",has not passed to Buyer,has passed to Buyer,either a or b,neither a nor b,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where under a contract of sale, the price is payable on a certain day irrespective of delivery and Buyer wrongfully neglects or refuses to pay the price, the Seller can sue the Buyer for the price of goods. For this purpose, goods -",should be appropriated to the contract,need not be appropriated to the contract,should be delivered to the Buyer,need not be delivered to the Buyer,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where the Buyer wrongfully neglects or refuses to accept and pay for goods, the Seller may sue him for -",payment of price of goods,damages for non-acceptance of goods,"payment of other charges like insurance, forwarding etc.",all of the above,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Section 57 of the Sale of Goods Act, entitles the Buyer to claim damages from the Seller for -",non-delivery of goods,part delivery of goods,delayed delivery of goods,premature delivery of goods,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Generally, where the Buyer has paid the price and Seller refuses to deliver the Goods, Buyer can sue the Seller for -",specific performance of the contract,delayed delivery of goods,refund of price already paid,non-acceptance of goods,3,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Under Sec.57, where the Seller wrongfully neglects or refuses to deliver the goods to the Buyer, which the Buyer is willing and ready to take, he may sue the Seller for -",specific performance of the contract,damages for non-delivery of goods,refund of price already paid,damages for non-acceptance of goods,2,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Under Sec.57, where Buyer sues the Seller for damages for non-delivery of goods, damages may be determined based on -",the price of similar goods available in the market,the price of same kind of goods in other contracts relating to the same period,the profit which the Buyer would have made if the contract had been carried out,any one or more of the above,4,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In case of specific or ascertained goods, where the Buyer is ready and willing to take delivery, but the Seller refuses delivery, the Buyer can institute a suit under Sec.58 for ......................",specific performance i.e. delivery of the goods,refund of price already paid,damages for non-delivery of goods,any one or more of the above,1,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In cases where the Court, by its decree, directs that the contract shall be performed specifically, the Seller-",can pay damages to the Buyer and retain the goods.,can refund the price paid and retain the goods.,cannot retain the goods by paying damages.,need not refund the price.,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,Specific performance of a contract of sale of goods can be sought in cases where the goods are -,Future Goods,Unascertained Goods,Specific or Ascertained Goods,Contingent Goods,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,The Court shall pass an order for specific performance u/s 58 only in those cases where -,damages are not a suitable remedy,goods are of a unique nature,both a and b,either a or b,4,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Remedies for breach of warranty by a seller in a contract for the sale of goods, have be provided in the Sale of Goods Act under ",Section 58,Section 59,Section 68,Section 69,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where there is a breach of warranty by Seller; or where the Buyer elects or is compelled to treat any breach of condition by the Seller as breach of warranty, the Buyer is entitled to -",reject the Goods,set up against the Seller the breach of warranty in diminution or extinction of the price,sue the Seller for damages for breach of warranty,any of the above,4,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,The fact that a Buyer has set up a breach of warranty in diminution or extinction of the price does not prevent him from suing for the same breach of warranty if the Buyer -,has received further benefits,has not received further benefits,has suffered further damage,has not suffered further damage,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Section 60 of the Sale of Goods Act, is applicable where the contract of sale is repudiated by either party before the date of -",payment of price,delivery,both a and b,either a or b,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"The repudiation of a contract of sale of goods before the due date has been dealt with by the Sale of Goods Act, 1930 under ",Section 60,Section 61,Section 62,Section 63,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where the Buyer repudiates a contract before the date of delivery, the Seller may treat the contract -",as subsisting and wait till the date of delivery,as rescinded and sue the Buyer for damages for the breach on his part,either a or b,neither a nor b,3,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where the Seller repudiates a contract before the date of delivery, the Buyer may treat the contract ",as subsisting and wait till the date of delivery,as rescinded and sue the Buyer for damages for the breach on his part,neither a nor b,either a or b,4,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In case of repudiation of contract of sale before the date of delivery, where the delivery was to be made by instalments, the measure of damages is the difference between the Contract Price and Market Price on -",date of making the contract,date of last intended delivery under the contract,several dates when the goods ought to have been accepted / delivered,date of Court's Order,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Under Section....of the Sale of Goods Act, the Seller is entitled to interest when he is in a position to recover the price.",Section 61,Section 62,Section 63,Section 64,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Section 61 of the sale of Goods Act, provided for award of interest to -",the Seller,the Buyer,either a or b,neither a nor b,3,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"When under a contract of sale, the Seller tenders goods to the Buyer who wrongfully refuses or neglects to accept and pay the price, the Seller has a further right to claim interest on the amount of price.",TRUE,Partly True,FALSE,None of the above,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Under Sec.61, an Unpaid Seller can claim interest or special damages from the Buyer -",only when he can recover the price,only when he is entitled to claim damages,either a or b,both a and b,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In case of interest by way of damages and special damages in a suit by the Seller u/s 61, the interest may be calculated from -",date of tender of goods,date on which the price was payable,either a or b,both a and b,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Under Section 61 of the Sale of Goods Act, a Court can award interest ",at the rate of 6 per cent,at the rate of 8 per cent,at the rate of 12 per cent,at the rate as it thinks fit,4,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Buyer has a right to recover money paid to the Seller where consideration for payment of it has failed, e.g. where the Buyer is deprived of Goods by their true owner, he may recover the price for breach of condition as to title.",TRUE,Partly True,FALSE,None of the above,1,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"When under a contract of sale, Buyer has paid the price, but Seller neglects to deliver Goods, Buyer has a right to claim interest on the amount of price. The Buyer can claim interest -",only when he can recover the price,only when he is entitled to claim damages,either a or b,both a and b,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Under Section 61 of the Sale of Goods Act, in a suit for the refund of the price where there is a breach of contract on the part of the Seller, the Court can award interest to the Buyer, from the date on which",the contract was to be performed,the payment was made,the breach was committed,all of the above,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,Interest can be awarded when there is a provision in the contract and even in the absence of a provision in the contract for the award of interest.,TRUE,Partly True,FALSE,None of the above,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Exclusion of implied terms and conditions is given in Section....of the Sale of Goods Act, 1930",Section 61,Section 62,Section 63,Section 64,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"The implied terms and conditions in a contract of sale provided under Section 62 of the Sale of Goods Act, can be excluded by an express agreement.",TRUE,Partly True,FALSE,None of the above,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Implied terms and conditions in a contract of sale of goods, by virtue of Section 62 of the Sale of Goods Act, can be excluded by the course of dealings between the parties.",TRUE,Partly True,FALSE,None of the above,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"A usage, to be binding on both the parties in a contract of sale of goods must be general.",TRUE,Partly True,FALSE,None of the above,1,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"The expression ""course of dealing between the parties"" in Section 62 of the Sale of Goods Act,means -",past dealings between the parties,present dealings between the parties,future dealings between the parties,present and future dealings between the parties,1,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"What is a ""reasonable time"" as used in the Sale of Goods Act, is a -",question of fact,question of law,mixed question of law and fact,either a or b,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In the case of ........, the sale may be notified to be subject to a reserve or upset price.",sale by description,sale by auction,sale by sample,sale by estopped,2,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In an auction sale of goods, the Seller makes use of pretended bidding to raise the price, the sale is -",valid,void,voidable at the instance of the Buyer,unenforceable,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,A bid at an auction is an acceptance of offer which is confirmed by the fall of hammer.,TRUE,Partly True,FALSE,None of the above,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In the case of sale by auction, where goods are put for sale in lots, each lot is prima facie the subject of",a single contract of sale,a separate contract of sale,either a and b,both a and b,2,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In the case of sale by auction, the Seller of goods has a right to bid at the auction -",with the permission of the auctioneer.,only when the right to bid has been expressly reserved.,even when the right to bid has been impliedly reserved.,with the permission of the bidder.,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where a right to bid at the auction has been expressly reserved by the Seller, the Seller can depute -",not more than one agent to bid on his behalf,not more than two agents to bid on his behalf,not more than three agents to bid on his behalf,any number of agents to bid on his behalf,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In case of sale by auction, a bid can be recalled and it is upto the Seller to withdraw the goods from the auction at any time before the fall of hammer.",TRUE,Partly True,FALSE,None of the above,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In the case of sale by auction the sale is complete when auctioneer announces completion by the fall of hammer or in any other customary manner; and, until such announcement is made, the bidder may retract his bid.",TRUE,Partly True,FALSE,None of the above,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In the case of sale by auction, as soon as the hammer falls, goods become the property of theBuyer -",even if there is a condition that the goods shall be removed before payment,only on payment,only if there is a condition that the goods shall not be removed before payment,only on delivery,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where the Seller, in a sale of goods by auction, bids at the auction without reserving and notifying the right to bid in the auction ",the persons who fail bid at the auction are entitled to avoid the bid,the person who actually becomes the Buyer can avoid the bid,Neither a nor b,both a and b,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In an auction sale of goods, an agreement between the participating bidders to form a ring or knock out, refraining from bidding against each other is ",Illegal,Immoral,Neither illegal nor immoral,Unlawful,3,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where in an auction sale, the title of the Seller is faulty, and the true owner of goods claims them from the Buyer before the price is paid, the Auctioneer....",can recover the price from the Buyer,cannot recover the price from the Buyer,can sue the True Owner of goods,can sue the Seller whose title was faulty,2,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where the sale is not notified to be subject to a right to bid on behalf of Seller, it shall not be lawful for the Seller -",to bid for himself,to employ any person to bid at such sale,either a or b,neither a nor b,3,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where the sale is not notified to be subject to a right to bid on behalf of Seller, it ................... for the Auctioneer knowingly to take any bid from the Seller or any such person.",shall be lawful,shall not be lawful,either a or b,neither a nor b,2,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where the sale is not notified to be subject to a right to bid on behalf of Seller, and the Auctioneer knowingly takes any bid from the Seller or any such person, the sale shall be treated as .... by the Buyer.",Unlawful,Illegal,Immoral,fraudulent,4,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"X purchased a VCR at a public auction. Neither Auctioneer nor X knew at that time that the VCR was a stolen property. In such case, the True Owner can",recover the goods from X,sue the Auctioneer for fraud,both a and b,either a or b,1,3,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,X purchased a VCR at a public auction. Neither Auctioneer nor X knew at that time that the VCR was a stolen property. X paid the money to the Auctioneer. The True Owner claimed the goods from X. X can -,refuse to hand over the goods to X,sue the Auctioneer for price paid,both a and b,either a or b,2,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"K made a bid for an old and rare stamp at an auction sale but withdrew it before the fall of hammer. One of the conditions of sale was ""bid once made shall not be withdrawn"", which K knew. K cannot withdraw the bid before the fall of hammer.",TRUE,Partly True,FALSE,None of the above,3,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Any imposition, increase, decrease or remission of -</br> (i) Customs or Excise Duty on Goods and </br>(ii) Tax on the Sale or Purchase of goods, subsequent to the sale, in case of increase of tax shall be added to the contract price by the Seller and he is entitled to sue for and recover the same.",TRUE,Partly True,FALSE,None of the above,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Any imposition, increase, decrease or remission of -</br> (i) Customs or Excise Duty on Goods and </br>(ii) Tax on the Sale or Purchase of goods, subsequent to the sale, in case of decrease of tax, shall be deducted from the contract price by the Buyer and he shall not be liable to pay or be sued for such deduction.",TRUE,Partly True,FALSE,None of the above,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In a sale, the property in goods -",is transferred to the Buyer,is yet to be transferred to the Buyer,may be transferred to the Buyer at a future time,is transferred when goods are delivered to the Buyer,1,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In a sale, if the goods are destroyed, loss falls on -",the Buyer,the Seller,partly on the Buyer and partly on the Seller,the Seller if price has not been paid,1,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,Specific Goods are those which are identified -,at the time of contract of sale,subsequent to the formation of contract of sale,by an Expert,by the Seller,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"If a price is not determined by the parties in a contract of sale, the Buyer is bound to pay -",the price demanded by the Seller,a reasonable price,the price which the Buyer thinks is reasonable,least of the above,2,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"If a sale is by sample as well as by description, the implied condition is that the goods shall correspond with -",sample,description,both sample and description,either sample or description,3,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In a sale, there is an implied condition on the part of the Seller that he -",has a right to sell the goods,is in possession of the goods,will have the right to sell,will acquire the goods,1,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,A condition is a stipulation which is -,essential to the main purpose of contract of sale,not essential to the main purpose of the contract of sale,collateral to the main purpose of contract or sale,treated as a warranty by the Court,1,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In case of breach of a warranty, the Buyer can -",repudiate the contract,claim damages only,refuse to pay the price,refuse to take delivery of the goods,2,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,The main object of a contract of sale is -,transfer of possession of goods,transfer of property in goods from Seller to Buyer,delivery of goods,payment of price,2,1,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,Risk follows ownership -,only when goods have been delivered,only when price has been paid,whether delivery has been made or not,even when price has not been paid,3,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"In an agreement to sell, Seller can sue for price if -",the goods have been delivered to the Buyer,the goods have not been delivered to the Buyer,there is a specific agreement,the Buyer becomes insolvent,1,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where there is an unconditional contract for the sale of specific goods in a deliverable state, the property in the goods passes to the buyer when -",the goods are delivered to the Buyer,the price is paid by the Buyer,the contract is made,the Buyer accepts the goods,3,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
CA CPT LAW,"Where there is a contract for the sale of unascertained goods, the property in goods -",passes when the Buyer pays the price,does not pass until the goods are ascertained,passes when the contract is entered into,passes when the Buyer accepts the goods,2,2,"SOGA 1930- UNPAID SELLER-RIGHTS, DUTIES AND MISC",Mercentile Law
